CodCliente,TotalPlan,Ubicacion,Genero,Edad,Antiguedad,Saldo,NoServicios,PagoApp,GamaAlta,TContrato,Churn
15641,615,Guatemala,M,36,6,0,1,1,1,1,1
15782,684,Escuintla,F,31,8,0,2,1,0,1,0
15724,544,Guatemala,M,40,8,229.4,2,1,0,1,0
15743,713,Quetzaltenango,M,47,1,149,1,1,0,1,0
15585,633,Guatemala,M,37,2,249.97,2,1,0,0,0
15658,672,Quetzaltenango,F,23,10,599.97,1,1,0,0,0
15637,661,Guatemala,M,35,5,0,1,1,0,0,0
15701,749,Escuintla,F,28,3,0,1,1,0,0,0
15676,635,Escuintla,F,32,8,0,2,1,1,1,1
15778,850,Quetzaltenango,F,70,1,298.4,3,1,0,1,1
15710,641,Guatemala,M,41,6,296,2,1,0,1,0
15579,633,Quetzaltenango,M,30,2,0,2,1,1,0,0
15595,413,Escuintla,M,35,2,0,2,1,1,1,0
15595,538,Guatemala,M,31,1,0,2,1,0,1,0
15630,437,Guatemala,F,39,0,149,1,0,0,1,0
15692,612,Escuintla,M,33,5,0,1,1,0,1,1
15593,516,Quetzaltenango,F,53,1,225,1,1,0,0,1
15642,826,Escuintla,F,56,8,0,2,0,1,1,1
15683,660,Quetzaltenango,F,23,6,249.97,2,0,0,0,0
15713,646,Quetzaltenango,F,29,4,399.97,1,1,0,0,0
15719,767,Guatemala,M,36,3,0,1,0,0,1,0
15578,640,Guatemala,M,40,8,298.08,1,1,1,1,0
15723,778,Guatemala,M,33,1,581.95,2,1,0,1,0
15595,679,Quetzaltenango,M,52,9,328.84,2,0,0,1,0
15622,549,Guatemala,M,31,4,199.97,2,0,1,0,0
15579,598,Guatemala,M,47,2,199.97,2,1,1,0,0
15648,655,Guatemala,F,45,0,199.97,2,1,0,0,0
15659,494,Guatemala,M,30,3,668.31,1,0,1,1,0
15811,653,Guatemala,F,42,1,249.99,2,1,1,0,0
15774,539,Quetzaltenango,F,38,8,0,1,0,0,1,1
15595,645,Guatemala,F,37,1,0,2,1,1,1,0
15630,751,Quetzaltenango,M,34,9,450,2,1,1,1,0
15660,528,Guatemala,M,35,3,0,1,1,0,1,0
15614,696,Quetzaltenango,M,31,3,499.97,1,0,0,0,0
15776,716,Guatemala,F,44,6,199.97,1,0,0,0,0
15787,602,Guatemala,F,35,8,0,2,1,1,0,0
15792,647,Escuintla,F,64,1,0,1,1,1,0,0
15726,850,Quetzaltenango,M,61,3,508.64,1,1,1,1,0
15773,590,Guatemala,F,32,0,457.64,1,1,0,1,0
15624,825,Escuintla,F,32,1,200.97,2,1,1,0,0
15717,850,Escuintla,M,31,6,798,2,1,0,1,0
15657,789,Guatemala,F,32,7,650,1,1,0,1,0
15626,701,Guatemala,F,42,6,220.87,1,1,0,1,0
15758,713,Escuintla,F,47,1,0,1,1,0,1,1
15777,570,Guatemala,M,30,2,249.97,1,1,1,0,0
15773,536,Quetzaltenango,F,44,4,0,1,0,0,1,0
15697,771,Quetzaltenango,M,32,9,0,1,0,0,1,0
15678,512,Guatemala,F,75,2,97.67,1,1,0,1,0
15632,698,Escuintla,M,45,5,0,1,1,0,1,1
15788,656,Guatemala,M,33,7,99.99,2,1,0,0,0
15788,761,Escuintla,M,37,7,249.97,1,1,0,0,0
15628,709,Guatemala,F,30,5,358.74,2,0,1,1,0
15635,597,Escuintla,F,66,3,0,1,1,1,1,0
15587,592,Guatemala,M,28,2,199.97,1,1,0,0,0
15627,599,Guatemala,F,41,1,0,2,1,0,1,0
15610,572,Quetzaltenango,F,35,1,220.87,1,1,0,1,0
15657,611,Quetzaltenango,F,43,9,99.67,2,0,1,1,0
15568,634,Guatemala,F,45,2,399.97,4,1,0,0,1
15751,666,Guatemala,M,51,2,349.67,1,0,0,1,1
15722,696,Guatemala,F,41,8,237.4,2,0,0,1,0
15658,669,Guatemala,F,38,8,0,2,1,0,1,0
15761,726,Escuintla,M,30,8,0,1,1,1,1,0
15812,497,Quetzaltenango,F,32,8,1081.98,4,1,1,1,1
15787,750,Escuintla,F,39,7,699.97,1,1,0,0,0
15642,850,Escuintla,F,29,7,199.97,2,1,0,0,0
15713,617,Escuintla,M,38,7,299,1,1,1,1,0
15605,652,Quetzaltenango,M,46,10,199.99,3,1,0,0,1
15648,560,Escuintla,F,27,7,199.99,1,1,1,0,0
15705,629,Escuintla,M,39,5,162.21,2,0,0,1,0
15734,660,Quetzaltenango,F,52,4,0,1,1,0,0,0
15658,676,Guatemala,M,38,8,1050,2,1,1,0,0
15612,581,Escuintla,M,43,9,275.97,1,0,1,0,0
15604,798,Guatemala,M,34,9,225,1,1,0,0,0
15593,705,Guatemala,M,38,1,299,1,0,1,1,0
15624,714,Escuintla,F,31,6,0,1,1,1,1,0
15570,664,Guatemala,F,44,8,249.99,1,1,1,0,1
15802,697,Quetzaltenango,M,43,7,0,2,1,0,1,0
15656,609,Guatemala,M,37,6,299,2,0,1,1,0
15739,548,Escuintla,M,38,0,199.97,2,1,0,0,0
15607,850,Escuintla,M,39,6,1041.45,2,0,1,1,1
15629,656,Guatemala,M,41,2,0,2,1,0,1,0
15635,727,Quetzaltenango,M,37,9,600,1,1,1,1,1
15756,642,Guatemala,F,55,7,399,2,1,1,1,0
15777,710,Escuintla,F,31,5,298.67,2,1,0,1,0
15676,710,Escuintla,M,33,1,749.97,2,1,0,0,0
15574,718,Guatemala,F,37,7,148.82,2,1,1,1,0
15613,586,Quetzaltenango,M,32,1,0,1,1,0,1,0
15815,617,Escuintla,F,36,7,657.84,1,1,1,1,0
15585,630,Guatemala,M,28,9,199.97,2,0,0,0,0
15692,791,Quetzaltenango,F,42,10,692.11,2,0,1,1,1
15758,673,Escuintla,M,39,8,199.97,1,1,1,0,0
15667,477,Quetzaltenango,F,36,3,298.32,1,0,0,1,0
15738,662,Guatemala,F,37,5,699.58,2,1,0,1,0
15672,850,Quetzaltenango,M,37,9,0,1,0,1,1,1
15673,635,Guatemala,F,58,1,399,1,1,1,1,1
15587,537,Guatemala,M,59,9,299,2,0,0,1,1
15803,579,Guatemala,F,39,3,178.4,2,1,0,1,0
15715,651,Escuintla,F,46,4,299,1,1,0,1,1
15655,610,Guatemala,F,25,2,0,2,1,0,1,0
15763,581,Guatemala,M,30,1,0,2,1,0,0,0
15660,592,Guatemala,M,39,7,147.67,2,1,0,1,0
15733,688,Escuintla,F,35,6,450,1,1,0,0,1
15796,681,Guatemala,F,18,1,0,1,1,1,0,0
15624,658,Quetzaltenango,M,37,3,399.97,2,0,0,0,0
15623,792,Guatemala,M,34,1,0,1,0,1,1,0
15668,528,Quetzaltenango,F,62,7,450,1,0,0,1,1
15694,624,Escuintla,F,36,0,499.97,2,1,0,0,0
15638,562,Quetzaltenango,M,31,4,0,2,0,1,1,0
15795,678,Quetzaltenango,M,36,1,149,2,1,0,1,0
15694,705,Quetzaltenango,F,64,3,0,3,0,0,1,1
15669,650,Quetzaltenango,M,23,4,225,2,1,0,0,0
15773,593,Escuintla,F,46,2,299.56,1,1,1,1,0
15580,652,Guatemala,F,40,4,220.87,2,1,1,1,0
15768,554,Escuintla,F,27,4,225,2,1,1,0,0
15672,584,Quetzaltenango,M,32,8,199.98,1,1,1,0,0
15617,516,Guatemala,M,33,7,0,1,1,1,1,0
15760,789,Quetzaltenango,F,43,9,0,2,1,1,1,0
15761,598,Quetzaltenango,M,20,8,0,2,1,1,1,0
15799,669,Quetzaltenango,F,30,7,299,1,1,0,1,0
15693,645,Guatemala,F,24,3,0,1,1,1,1,0
15739,659,Guatemala,F,32,9,220.87,2,1,1,1,0
15756,833,Quetzaltenango,M,29,1,225,2,0,1,0,0
15770,697,Escuintla,F,40,7,0,2,0,1,0,0
15703,580,Quetzaltenango,M,39,3,0,1,1,0,0,0
15801,691,Guatemala,M,38,1,275,2,0,0,0,0
15711,534,Guatemala,M,52,1,0,3,1,1,1,1
15791,478,Guatemala,F,32,6,0,1,1,1,1,0
15746,572,Guatemala,F,47,2,0,2,1,0,1,0
15663,501,Guatemala,M,37,4,651.98,2,0,0,1,0
15604,624,Escuintla,F,38,8,0,2,1,0,1,0
15589,595,Guatemala,F,39,9,0,1,1,1,1,0
15627,603,Guatemala,M,30,8,0,2,1,1,1,0
15664,602,Guatemala,F,25,0,0,2,1,1,1,0
15676,500,Guatemala,F,34,6,0,1,1,1,0,0
15761,422,Guatemala,M,41,6,220.87,1,1,0,1,0
15611,615,Guatemala,M,35,7,225,2,1,0,0,0
15680,635,Guatemala,F,78,6,0,1,1,1,1,0
15762,711,Guatemala,F,32,1,0,2,1,0,1,0
15658,834,Guatemala,M,36,8,149,1,1,0,1,1
15779,633,Guatemala,F,44,7,0,2,1,0,1,0
15661,650,Guatemala,F,31,1,0.01,2,0,0,0,0
15782,743,Quetzaltenango,M,65,2,515.61,1,1,1,1,1
15767,567,Guatemala,M,38,6,298.62,2,0,0,1,0
15677,706,Quetzaltenango,F,46,4,0,1,1,0,1,1
15641,638,Guatemala,M,46,9,0,1,1,0,0,0
15624,641,Guatemala,F,38,3,699.97,2,1,0,0,0
15577,574,Guatemala,F,34,5,0,2,1,1,1,0
15571,642,Quetzaltenango,M,30,8,350,1,0,0,0,0
15783,722,Escuintla,F,35,1,460.81,1,1,0,1,0
15671,623,Guatemala,M,23,1,0,2,0,1,1,0
15731,681,Guatemala,M,25,5,0,1,0,1,1,0
15585,530,Guatemala,F,34,8,0,2,0,1,1,0
15784,797,Guatemala,F,55,10,0,4,1,1,1,1
15734,653,Guatemala,M,51,3,199.97,1,1,0,0,1
15614,850,Quetzaltenango,M,42,8,0,1,0,1,1,1
15794,581,Escuintla,M,34,1,399.98,2,0,1,0,0
15772,589,Quetzaltenango,M,38,8,199.99,1,1,0,0,0
15710,555,Quetzaltenango,M,48,3,0,2,0,1,0,0
15649,748,Guatemala,F,49,7,298.83,1,0,0,1,1
15792,745,Guatemala,F,46,7,499.97,2,1,1,0,0
15718,730,Guatemala,M,34,1,199.99,2,1,1,0,0
15703,565,Guatemala,F,44,1,199.97,2,0,1,0,0
15758,778,Guatemala,M,37,3,0,1,0,1,1,0
15799,812,Guatemala,M,24,10,0,2,1,1,1,0
15633,526,Guatemala,M,42,1,199.99,1,0,1,0,0
15622,708,Guatemala,F,47,0,0,2,0,1,1,1
15798,680,Guatemala,M,33,2,0,1,0,1,0,0
15698,567,Escuintla,M,43,2,749.97,2,0,0,0,0
15703,564,Escuintla,M,48,5,159.64,1,1,0,1,0
15699,709,Guatemala,F,24,3,0,1,1,1,1,0
15710,629,Guatemala,M,46,1,599.97,1,1,1,0,1
15695,510,Guatemala,F,45,10,0,2,0,1,1,0
15622,506,Guatemala,F,32,3,199.97,1,1,1,0,0
15715,605,Guatemala,M,39,7,399.97,1,0,1,0,0
15788,650,Escuintla,M,32,1,0,2,1,1,1,0
15687,850,Quetzaltenango,M,49,8,199.97,1,1,0,0,1
15684,489,Quetzaltenango,M,38,2,0,2,1,1,1,0
15706,659,Quetzaltenango,F,30,8,0,1,1,0,1,0
15740,753,Guatemala,F,43,5,0,2,1,0,1,0
15707,477,Quetzaltenango,M,48,8,225,2,1,1,0,0
15583,610,Escuintla,F,45,3,249.99,1,1,0,0,1
15761,619,Guatemala,F,33,2,0,2,1,1,1,0
15630,619,Quetzaltenango,F,31,2,524,2,0,0,1,0
15639,758,Guatemala,F,30,3,0,1,1,0,1,0
15659,516,Quetzaltenango,M,50,7,225,2,1,0,0,0
15567,789,Guatemala,F,27,8,1278.62,1,1,1,1,0
15696,687,Guatemala,F,44,9,0,2,0,0,1,1
15786,485,Quetzaltenango,M,34,3,0,1,1,0,1,0
15657,446,Quetzaltenango,M,25,3,1100.82,1,1,0,1,0
15672,597,Guatemala,F,60,0,0,1,0,0,1,1
15714,712,Escuintla,M,74,5,33.63,2,0,0,1,0
15782,522,Guatemala,F,34,3,399.97,2,1,1,0,0
15665,805,Quetzaltenango,F,26,8,225,2,1,1,0,0
15581,781,Guatemala,F,28,4,199,2,1,0,1,0
15751,689,Escuintla,F,57,4,0,2,1,0,0,1
15785,670,Quetzaltenango,M,31,1,0,2,1,1,0,0
15664,670,Guatemala,M,33,2,0,2,1,0,1,0
15579,524,Quetzaltenango,F,25,7,450,1,0,0,0,0
15675,734,Escuintla,F,39,3,199.97,2,1,1,0,0
15579,489,Guatemala,F,51,3,199.99,2,0,1,0,1
15593,578,Quetzaltenango,F,31,5,0,4,0,0,1,1
15716,622,Escuintla,M,39,9,225,2,0,1,0,0
15654,843,Guatemala,F,38,8,0,1,1,1,1,0
15736,687,Guatemala,M,48,4,618.09,2,1,1,1,0
15805,700,Escuintla,M,28,8,0,1,0,0,1,0
15572,410,Quetzaltenango,F,50,2,500.97,2,1,0,0,0
15724,537,Guatemala,F,41,0,0,2,0,1,0,0
15670,780,Guatemala,F,43,0,225,1,0,1,0,0
15749,652,Escuintla,M,58,6,657.61,2,0,1,1,0
15578,620,Quetzaltenango,M,35,0,1397.3,1,1,1,1,0
15580,697,Guatemala,F,23,10,0,2,1,1,1,0
15656,786,Guatemala,M,35,3,199,2,1,0,1,0
15691,850,Quetzaltenango,F,39,5,0,1,1,0,1,0
15596,749,Quetzaltenango,M,54,3,299,1,1,0,1,1
15780,445,Guatemala,M,31,7,299,1,1,1,1,0
15751,443,Quetzaltenango,M,50,3,0,1,1,0,1,1
15706,637,Quetzaltenango,M,41,2,225,2,1,0,0,0
15808,616,Quetzaltenango,F,45,6,0,3,1,1,1,1
15641,756,Guatemala,F,23,1,598.33,1,1,1,1,0
15764,644,Guatemala,M,33,2,0,1,1,0,1,0
15689,850,Quetzaltenango,M,41,1,0,2,0,1,1,0
15602,703,Quetzaltenango,F,38,9,298.83,1,1,0,1,0
15610,684,Escuintla,F,42,3,0,1,1,0,1,0
15791,706,Quetzaltenango,F,48,10,0,3,0,1,1,1
15589,580,Escuintla,M,61,8,225,1,1,1,0,0
15756,777,Escuintla,F,35,3,225,2,1,1,0,0
15729,676,Quetzaltenango,M,48,3,499,1,0,0,1,0
15742,708,Guatemala,F,44,2,398,2,1,0,1,0
15568,809,Guatemala,M,24,7,0,1,1,0,1,0
15694,588,Guatemala,M,38,1,0,1,1,0,1,0
15736,623,Guatemala,M,43,1,225,2,1,1,0,0
15646,537,Escuintla,M,42,1,0,1,0,1,1,0
15607,536,Escuintla,M,53,2,0,1,1,0,1,1
15576,769,Guatemala,M,48,2,0,2,0,1,1,0
15669,690,Guatemala,M,33,5,0,2,1,0,1,0
15737,771,Escuintla,M,45,0,1999.98,1,0,0,1,1
15681,497,Quetzaltenango,M,24,6,149,2,1,0,1,0
15758,622,Escuintla,M,37,4,328.07,2,1,0,1,0
15787,602,Escuintla,M,30,9,803.3,2,0,0,1,0
15713,543,Guatemala,F,32,7,450,1,1,0,0,0
15588,520,Escuintla,M,45,7,643.09,1,1,0,1,0
15786,669,Guatemala,M,37,1,298.83,1,1,1,1,0
15699,631,Escuintla,F,41,0,0,1,0,0,1,0
15680,537,Quetzaltenango,M,48,4,0,1,1,0,1,1
15645,732,Guatemala,M,62,2,1073.98,2,1,1,1,0
15748,844,Escuintla,M,56,5,199.97,1,0,1,0,1
15773,838,Escuintla,M,35,0,0,2,0,1,1,0
15629,652,Guatemala,M,27,10,0,2,0,0,1,0
15661,660,Guatemala,M,33,0,183.59,1,0,0,1,0
15686,692,Escuintla,F,44,8,0,1,0,1,1,0
15754,588,Guatemala,F,35,0,2,2,1,1,1,0
15749,533,Quetzaltenango,F,22,10,199.99,1,0,0,0,0
15574,850,Guatemala,M,43,4,199.97,1,1,1,0,0
15701,511,Guatemala,M,27,8,298.83,2,1,1,1,0
15811,530,Escuintla,M,44,6,0,2,0,0,1,0
15713,554,Guatemala,M,31,1,198,2,0,1,1,0
15685,585,Quetzaltenango,F,40,3,274.95,2,1,0,0,0
15758,754,Guatemala,M,39,3,149,1,0,0,1,0
15618,474,Guatemala,M,54,3,274.99,1,1,0,0,1
15764,837,Quetzaltenango,M,35,0,0,1,1,0,1,0
15611,567,Guatemala,F,23,9,249.97,1,0,1,0,0
15738,800,Escuintla,M,38,1,0,2,1,0,0,0
15805,646,Guatemala,M,18,10,225,2,0,1,0,0
15580,627,Quetzaltenango,M,38,8,984,2,0,1,1,0
15675,505,Guatemala,M,26,8,199.97,1,1,0,0,0
15583,566,Quetzaltenango,F,35,1,199.99,1,1,0,0,1
15780,619,Quetzaltenango,F,33,3,511.32,2,0,1,1,0
15695,757,Guatemala,F,44,4,338.87,1,1,0,1,0
15805,648,Guatemala,M,32,0,299,1,0,1,1,0
15790,621,Escuintla,M,42,8,0,1,1,1,1,0
15578,543,Quetzaltenango,M,49,6,0,1,1,0,1,0
15734,658,Guatemala,F,43,7,923.36,2,1,0,1,0
15721,633,Quetzaltenango,M,50,7,274.95,1,1,1,0,0
15641,648,Guatemala,F,19,1,300,2,0,1,1,0
15765,501,Quetzaltenango,M,40,5,225,1,0,0,0,0
15788,683,Guatemala,F,42,4,350,1,1,1,1,1
15576,619,Escuintla,F,38,1,0,1,1,0,0,1
15622,705,Guatemala,F,35,3,0,2,0,1,1,0
15653,638,Quetzaltenango,F,53,1,149,1,1,0,1,1
15743,710,Guatemala,F,31,1,328.99,2,1,0,1,0
15591,590,Guatemala,F,54,4,0,2,1,1,1,1
15650,725,Guatemala,M,43,2,0,2,1,0,0,0
15718,638,Guatemala,F,32,0,225,2,1,0,0,0
15615,791,Guatemala,M,36,6,27.16,1,1,1,1,0
15644,702,Guatemala,F,40,1,199,1,0,0,1,1
15774,607,Guatemala,F,32,6,33.63,2,0,0,1,0
15618,535,Guatemala,M,30,6,965.48,1,1,1,1,0
15605,651,Guatemala,M,45,2,450,2,1,0,0,1
15762,506,Quetzaltenango,M,59,8,225,2,1,1,0,0
15685,511,Escuintla,F,57,8,0,1,1,1,1,0
15582,757,Guatemala,F,51,1,498.1,1,1,1,1,1
15655,768,Quetzaltenango,M,49,1,450,1,1,0,0,1
15649,757,Guatemala,M,32,9,299,2,1,0,1,0
15702,663,Escuintla,M,64,6,299.09,2,0,1,1,0
15759,537,Quetzaltenango,F,37,7,199.97,4,1,1,0,1
15683,570,Quetzaltenango,M,29,4,0,2,1,1,0,0
15597,850,Guatemala,F,35,5,430,1,1,1,1,0
15763,661,Quetzaltenango,F,64,8,0,2,1,0,1,1
15620,659,Guatemala,M,54,8,0,1,1,0,0,0
15623,454,Escuintla,M,40,2,1015.47,1,1,0,1,0
15595,708,Guatemala,F,59,2,0,1,1,0,1,1
15740,720,Guatemala,F,37,2,0,2,1,1,1,0
15778,785,Guatemala,F,39,1,0,1,1,0,1,1
15583,743,Escuintla,F,36,8,458.64,1,1,1,1,0
15601,493,Escuintla,F,48,7,0,2,1,0,1,0
15709,557,Escuintla,M,34,3,0,1,0,1,1,0
15713,850,Guatemala,M,40,1,0,1,1,0,1,0
15717,799,Guatemala,F,32,3,199,2,1,1,1,0
15756,756,Guatemala,M,34,1,0,1,1,1,1,0
15696,752,Guatemala,M,38,0,700,2,1,1,1,0
15657,696,Escuintla,F,36,3,298.95,3,1,0,1,0
15755,630,Escuintla,F,49,1,305.96,2,0,1,1,0
15719,659,Escuintla,F,38,9,299,2,1,1,1,0
15688,685,Escuintla,M,39,9,93.17,2,1,1,0,0
15698,599,Escuintla,F,31,3,0,1,1,1,1,1
15770,559,Escuintla,F,31,1,299,1,0,1,1,0
15761,615,Escuintla,M,19,5,0,2,1,0,1,0
15716,580,Quetzaltenango,F,36,3,449.95,1,1,1,0,0
15788,487,Escuintla,M,44,6,0,1,1,1,1,0
15709,646,Quetzaltenango,F,35,1,499.97,2,1,1,0,0
15640,811,Guatemala,F,35,7,199.99,1,1,1,0,0
15580,526,Escuintla,M,35,5,29.99,2,1,1,1,0
15677,767,Escuintla,M,37,7,618.54,2,1,1,1,0
15619,548,Guatemala,F,33,1,0,2,0,1,1,0
15582,737,Escuintla,F,45,2,733.8,2,0,1,1,0
15711,613,Quetzaltenango,M,40,1,0,3,0,0,1,1
15680,711,Escuintla,M,36,8,0,2,1,0,1,0
15804,850,Escuintla,F,53,7,315,2,0,0,0,1
15722,752,Guatemala,F,53,8,0,1,1,1,0,0
15729,710,Guatemala,F,37,5,0,2,1,0,0,0
15811,664,Escuintla,F,53,7,300,1,1,0,1,1
15702,510,Guatemala,F,22,3,149,1,0,0,1,0
15749,577,Guatemala,F,34,2,499.98,2,1,1,0,0
15752,529,Guatemala,M,42,1,297.91,1,1,1,1,0
15674,757,Escuintla,F,44,9,199.97,2,1,0,0,0
15743,691,Guatemala,M,41,2,274.99,1,1,1,0,1
15642,621,Escuintla,M,34,8,0,1,0,0,0,0
15746,709,Escuintla,M,35,2,657.98,2,1,0,1,0
15809,756,Escuintla,M,19,4,199,1,1,1,1,0
15787,788,Guatemala,F,41,6,0,1,1,1,1,0
15575,705,Guatemala,F,39,5,249.99,2,1,0,0,0
15691,483,Guatemala,M,29,9,548.97,1,1,1,1,0
15765,719,Escuintla,M,35,1,0,1,1,1,1,0
15666,793,Quetzaltenango,F,32,1,0,1,1,1,1,0
15627,593,Guatemala,M,41,6,0,2,1,1,0,0
15656,551,Guatemala,M,52,1,949.98,1,0,0,1,1
15679,690,Guatemala,M,39,6,225,2,1,0,0,0
15606,823,Guatemala,M,71,5,399.97,1,0,1,0,0
15756,512,Escuintla,M,39,3,0,1,1,0,1,0
15610,802,Escuintla,M,41,5,350,2,1,1,1,0
15567,450,Escuintla,F,34,2,199.97,2,1,0,0,0
15745,651,Quetzaltenango,M,41,1,298.09,1,1,0,1,0
15617,697,Guatemala,F,33,1,0,1,1,0,1,0
15753,611,Guatemala,M,28,2,498.1,2,0,0,1,0
15610,643,Guatemala,F,33,0,491.36,1,1,1,1,0
15662,822,Guatemala,M,37,3,0,1,1,0,1,0
15799,632,Guatemala,M,38,4,0,2,0,0,1,0
15686,575,Escuintla,F,26,7,0,2,1,0,1,0
15601,672,Guatemala,M,31,6,199.97,1,1,0,0,0
15723,517,Escuintla,M,39,3,1278.62,2,0,1,1,0
15615,621,Escuintla,M,39,8,699.97,2,1,0,0,0
15737,775,Quetzaltenango,F,77,6,979.09,1,1,0,1,0
15582,600,Guatemala,M,29,8,149,2,0,1,1,0
15760,640,Guatemala,M,28,7,0,2,1,1,0,0
15588,752,Guatemala,F,36,1,323.78,1,1,1,1,0
15683,613,Guatemala,M,26,4,0,1,0,1,1,0
15694,484,Guatemala,F,32,3,0,2,1,1,1,0
15655,511,Guatemala,F,33,3,0,2,1,0,1,0
15805,745,Guatemala,F,32,2,0,4,0,1,1,1
15744,786,Escuintla,F,32,6,0,1,1,0,1,0
15799,727,Guatemala,M,35,5,250.97,1,0,0,0,0
15726,622,Guatemala,M,31,5,0,1,1,1,0,0
15713,794,Guatemala,M,24,10,700,1,1,1,0,0
15665,636,Escuintla,M,52,4,299,1,0,1,1,1
15592,741,Escuintla,F,42,9,239.36,2,1,0,1,0
15692,687,Guatemala,M,34,5,299,1,1,0,1,0
15620,660,Escuintla,M,30,4,0,2,1,0,1,0
15637,660,Guatemala,M,35,7,0,2,1,0,0,0
15808,617,Guatemala,F,79,7,328.34,1,1,1,1,0
15807,762,Guatemala,M,32,10,0,1,1,0,1,0
15702,752,Escuintla,F,35,2,328.99,1,1,0,1,1
15590,561,Escuintla,M,34,4,0,2,1,1,1,0
15728,609,Guatemala,M,26,10,0,1,0,1,1,0
15708,803,Guatemala,M,28,3,0,2,1,0,1,0
15582,556,Guatemala,F,40,9,0,1,0,0,1,0
15649,531,Guatemala,F,53,5,506.09,1,1,0,1,1
15691,411,Guatemala,F,35,2,300,2,1,1,1,0
15668,587,Quetzaltenango,F,44,5,225,2,1,1,0,1
15624,683,Escuintla,M,56,7,0,3,0,0,1,1
15736,654,Guatemala,M,29,2,300,1,1,0,1,0
15720,670,Quetzaltenango,F,36,2,0,2,0,0,1,0
15642,655,Guatemala,F,36,2,0,1,1,1,1,0
15693,752,Guatemala,F,36,7,328.98,2,1,0,1,0
15624,534,Guatemala,F,23,5,249.99,1,0,1,0,0
15807,635,Guatemala,M,42,1,399.97,2,0,1,0,0
15660,491,Quetzaltenango,M,70,6,249.97,2,1,1,0,0
15593,516,Guatemala,M,27,9,326.51,1,1,0,1,1
15618,530,Guatemala,F,48,0,195.96,1,1,0,1,0
15574,687,Escuintla,M,35,3,0,2,1,1,1,0
15614,684,Guatemala,F,41,6,0,2,1,1,1,0
15574,706,Quetzaltenango,M,23,2,0,2,0,1,1,0
15671,490,Quetzaltenango,M,33,5,749,2,0,0,1,0
15721,796,Guatemala,M,44,8,0,1,1,1,0,0
15717,849,Guatemala,M,27,0,249.97,2,0,1,0,0
15632,779,Guatemala,F,41,10,0,1,1,0,1,0
15647,794,Escuintla,F,22,4,328.97,1,1,1,1,0
15759,748,Escuintla,M,36,4,250.97,1,1,0,0,0
15790,663,Escuintla,F,22,9,0,1,1,0,1,1
15686,645,Escuintla,F,55,1,299.98,1,0,1,0,0
15640,464,Guatemala,F,33,10,299,2,1,0,1,0
15783,737,Guatemala,M,54,9,399.98,1,1,0,0,1
15734,590,Guatemala,F,29,4,100.83,2,1,0,1,0
15688,522,Quetzaltenango,F,37,3,199.97,1,1,1,0,0
15768,648,Guatemala,F,34,3,499.97,1,1,0,0,0
15661,754,Guatemala,M,37,6,131.17,1,1,1,1,0
15781,669,Guatemala,M,50,4,0,3,1,1,1,1
15573,648,Quetzaltenango,F,43,1,538.36,1,0,0,1,1
15575,763,Guatemala,M,40,3,93.17,2,1,0,0,0
15645,790,Escuintla,M,32,3,225,1,1,0,0,0
15702,581,Guatemala,M,37,7,0,2,1,1,0,0
15764,703,Guatemala,M,43,8,0,2,1,0,1,0
15619,571,Guatemala,F,33,9,539.99,2,0,0,1,0
15585,657,Escuintla,F,27,8,399.97,2,0,0,0,0
15573,737,Guatemala,M,44,7,0,2,0,0,1,0
15579,793,Escuintla,M,29,8,199.97,2,0,0,0,0
15777,783,Escuintla,F,44,3,299,1,1,0,1,1
15611,751,Escuintla,M,33,4,299,1,1,0,1,0
15614,579,Guatemala,M,31,6,399.98,2,1,0,0,0
15771,655,Quetzaltenango,F,36,10,249.97,1,1,0,0,0
15593,614,Quetzaltenango,M,43,8,0,1,1,1,0,0
15569,678,Quetzaltenango,M,49,2,998,1,1,0,1,1
15654,562,Escuintla,M,41,5,0,2,1,0,1,0
15657,711,Quetzaltenango,F,53,5,239.36,1,1,0,1,0
15614,620,Guatemala,M,37,0,0,1,1,0,1,0
15589,437,Guatemala,M,49,9,225,2,0,1,0,0
15693,691,Quetzaltenango,F,41,8,0,3,1,1,1,1
15797,552,Escuintla,F,34,4,300,2,1,0,1,0
15676,765,Quetzaltenango,M,34,5,0,2,1,1,1,0
15739,707,Quetzaltenango,F,51,10,458.64,1,0,0,1,1
15656,764,Escuintla,M,29,5,225,2,1,0,0,0
15636,585,Guatemala,F,32,8,249.97,2,0,0,0,0
15589,784,Guatemala,M,31,7,0,2,1,1,1,0
15640,605,Guatemala,M,41,5,0,1,1,1,1,0
15723,699,Escuintla,M,40,2,225,1,1,0,0,0
15722,544,Guatemala,F,40,7,0,1,0,1,0,0
15696,803,Guatemala,F,32,9,299.73,1,1,1,1,1
15634,735,Guatemala,M,41,7,0,1,1,1,1,0
15575,673,Guatemala,M,59,0,199.97,2,0,1,0,1
15634,652,Guatemala,M,30,2,249.97,2,1,1,0,0
15628,694,Guatemala,M,42,3,297.64,2,0,0,1,0
15678,741,Guatemala,F,44,7,225,2,1,1,0,0
15627,590,Escuintla,M,30,3,0,2,1,0,1,0
15571,809,Escuintla,F,33,3,299.99,2,0,1,1,0
15739,523,Guatemala,M,34,2,0,1,1,1,0,0
15806,540,Guatemala,M,48,2,299,1,1,0,1,1
15787,596,Escuintla,F,29,6,249.99,2,1,0,0,0
